address,borough_name,borough_abbrev,bin_number,block,lot,inspection_date,access_1,ecb_violation_number,dob_violation_number
513 CORTELYOU ROAD,Brooklyn,BK,3126164,5374,44,8/6/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180086Z,080616CNEDG01
519 EAST 180 STREET,Bronx,BX,2011509,3047,65,4/25/14 0:00,ADMINISTRATIVE CLOSURE NN,,
519 EAST 180 STREET,Bronx,BX,2011509,3047,65,4/25/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
52-15 ROOSEVELT AVENUE,Queens,QN,4030803,1315,76,10/20/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
520 WEST 126 STREET,Manhattan,MN,1076682,1982,38,12/1/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
521 MYRTLE AVENUE,Brooklyn,BK,3054591,1893,60,8/9/13 0:00,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35022197H,080913CERFC01
523 BAY STREET,Staten Island,SI,5013182,489,1,10/25/13 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35011311Z,102513CNEMR02
523 BAY STREET,Staten Island,SI,5013182,489,1,10/25/13 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35064928H,102513CNEMR02
523 BRUCKNER BOULEVARD,Bronx,BX,2004119,2602,10,6/27/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
523 BRUCKNER BOULEVARD,Bronx,BX,2004119,2602,10,1/24/14 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35081336Z,
523 BRUCKNER BOULEVARD,Bronx,BX,2004119,2602,10,10/12/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35030554R,
524 GRAND STREET,Brooklyn,BK,3256427,2785,13,12/14/13 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35064949R,
524 WEST 207 STREET,Manhattan,MN,1064780,2222,25,3/11/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
525 WEST 29 STREET,Manhattan,MN,1012443,701,23,4/24/15 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35126727M,042515CNEAC01
525 WEST 29 STREET,Manhattan,MN,1012443,701,23,4/24/15 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35126727M,02415CNETV01
525 WEST 29 STREET,Manhattan,MN,1012443,701,23,4/24/15 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35117487H,02415CNETV01
525 WEST 29 STREET,Manhattan,MN,1012443,701,23,4/24/15 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35117487H,042515CNEAC01
527 MYRTLE AVENUE,Brooklyn,BK,3054590,1893,57,12/21/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35006484K,122121CNEJM01
527 MYRTLE AVENUE,Brooklyn,BK,3054590,1893,57,6/1/14 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35095687H,053114PANEDG01
53 WILSON AVENUE,Brooklyn,BK,3072085,3165,6,3/15/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
53-22 ROOSEVELT AVENUE,Queens,QN,4030923,1322,73,7/12/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
53-22 ROOSEVELT AVENUE,Queens,QN,4030923,1322,73,3/2/14 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35080990X,
535 MANHATTAN AVENUE,Manhattan,MN,1804512,1949,15,8/25/12 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,34985316R,082412CPAWB01
536 DRIGGS AVENUE,Brooklyn,BK,3324835,2320,21,1/12/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
536 EAST 138 STREET,Bronx,BX,2000042,2265,39,1/11/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
536 EAST 138 STREET,Bronx,BX,2000042,2265,39,9/16/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
537 EAST 183 STREET,Bronx,BX,2011596,3052,1,9/27/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
54 WEST 21 STREET,Manhattan,MN,1015512,822,70,6/11/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
54 WEST 39 STREET,Manhattan,MN,1016016,840,78,4/4/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
54 WEST 39 STREET,Manhattan,MN,1016016,840,78,3/7/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
54-19 MYRTLE AVENUE,Queens,QN,4082329,3445,9,4/26/15 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35126728Y,042615PANEAC01
54-19 MYRTLE AVENUE,Queens,QN,4082329,3445,9,4/26/15 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35117488J,042615PANEAC01
54-19 MYRTLE AVENUE,Queens,QN,4082329,3445,9,4/26/15 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35126728Y,042615CNETV01
54-19 MYRTLE AVENUE,Queens,QN,4082329,3445,9,4/26/15 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35117488J,042615CNETV01
540 WEST 145 STREET,Manhattan,MN,1061921,2076,56,6/6/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
540 WEST 145 STREET,Manhattan,MN,1061921,2076,56,12/13/13 0:00,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35081101Y,"121313CNEDG01,02"
540 WEST 145 STREET,Manhattan,MN,1061921,2076,56,12/13/13 0:00,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35081100M,"121313CNEDG01,02"
541 MANHATTAN AVENUE,Manhattan,MN,1059242,1949,48,6/24/12 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,34952083Y,
545 FLATBUSH AVENUE,Brooklyn,BK,3114678,5028,6,2/1/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
545 WEST 125 STREET,Manhattan,MN,1059691,1982,5,12/1/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
547 LENOX AVENUE,Manhattan,MN,1060005,2006,36,4/10/16 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35180167K,041016CNEJM02
547 LENOX AVENUE,Manhattan,MN,1060005,2006,36,4/10/16 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35180168M,041016CNEJM02
547 LENOX AVENUE,Manhattan,MN,1060005,2006,36,4/10/16 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35180167K,041016PANEJM01
547 LENOX AVENUE,Manhattan,MN,1060005,2006,36,4/10/16 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35180168M,041016PANEJM01
55 WEST 21 STREET,Manhattan,MN,1015523,823,9,9/7/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35025590H,090713CONEMR02
55 WEST 21 STREET,Manhattan,MN,1015523,823,9,12/18/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
55-61 58 STREET,Queens,QN,4437525,2662,1,7/12/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
55-61 58 STREET,Queens,QN,4437525,2662,1,3/1/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
55-61 58 STREET,Queens,QN,4437525,2662,1,10/14/16 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35212979J,101416PNER01
551 MANHATTAN AVENUE,Manhattan,MN,1059247,1949,53,1/5/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000258P,
556 RICHMOND ROAD,Staten Island,SI,5043345,2879,7,10/25/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
556 RICHMOND ROAD,Staten Island,SI,5043345,2879,7,3/29/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
5561 58 STREET,Queens,QN,4437525,2662,1,3/6/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
5585 BROADWAY,Bronx,BX,2083160,5704,45,3/1/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
5588 BROADWAY,Bronx,BX,2016160,3267,84,3/1/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
559 GRAND AVENUE,Brooklyn,BK,3027982,1141,5,2/24/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
56 IRVING PLACE,Manhattan,MN,1017844,873,20,6/11/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
5620 BROADWAY,Bronx,BX,2801577,3267,99,2/8/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
565 WEST 207 STREET,Manhattan,MN,1064858,2227,33,7/23/16 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35179920N,072316PANEJM01
565 WEST 207 STREET,Manhattan,MN,1064858,2227,33,3/11/17 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35160820X,031117CERLP02
566 EAST 187 STREET,Bronx,BX,2011663,3054,23,8/1/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
566 NOSTRAND AVENUE,Brooklyn,BK,3053915,1865,60,11/15/13 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35064941M,
566 NOSTRAND AVENUE,Brooklyn,BK,3053915,1865,60,3/10/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
566 NOSTRAND AVENUE,Brooklyn,BK,3053915,1865,60,10/20/12 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35000475L,101912PANEDR01
569 CONEY ISLAND AVENUE,Brooklyn,BK,3118157,5141,27,5/17/13 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35010714Z,
57 WATERBURY STREET,Brooklyn,BK,3350278,3046,35,10/12/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
570 AMSTERDAM AVENUE,Manhattan,MN,1033213,1235,34,6/2/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34955410X,060112PAERDG01
574 9 AVENUE,Manhattan,MN,1024930,1032,63,2/21/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
5757 BROADWAY,Bronx,BX,2083690,5760,150,3/20/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
5757 BROADWAY,Bronx,BX,2083690,5760,150,3/1/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34995193P,
5757 BROADWAY,Bronx,BX,2083690,5760,150,2/8/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
578 ALBANY AVENUE,Brooklyn,BK,3107063,4804,38,10/17/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
578 ALBANY AVENUE,Brooklyn,BK,3107063,4804,38,7/13/14 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35095959M,071214PANELA02
578 ALBANY AVENUE,Brooklyn,BK,3107063,4804,38,3/27/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
58 CLINTON STREET,Manhattan,MN,1004111,344,141,5/31/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
58 EAST 34 STREET,Manhattan,MN,1017086,863,51,9/5/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
58 NORTH 3 STREET,Brooklyn,BK,3256316,2357,7502,9/10/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
58 NORTH 3 STREET,Brooklyn,BK,3256316,2357,7502,4/30/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
58-05 31 AVENUE,Queens,QN,4024500,1113,88,10/9/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
5817 4 AVENUE,Brooklyn,BK,3015974,855,3,3/23/15 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35127138Z,032115CNEAC01
5817 4 AVENUE,Brooklyn,BK,3015974,855,3,3/23/15 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35127138Z,032115CNEAC02
5817 4 AVENUE,Brooklyn,BK,3015974,855,3,3/23/15 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35127137R,032115CNEAC02
5817 4 AVENUE,Brooklyn,BK,3015974,855,3,3/23/15 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35127137R,032115CNEAC01
5817 4 AVENUE,Brooklyn,BK,3015974,855,3,3/23/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
5819 4 AVENUE,Brooklyn,BK,3015973,855,2,3/21/15 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35117716M,032115CNELC01
5820 BROADWAY,Bronx,BX,2094716,3271,189,7/28/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
585 ALBANY AVENUE,Brooklyn,BK,3107088,4805,1,7/13/14 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35095960J,071314CNELA01
586 WEST 207 STREET,Manhattan,MN,1082053,2235,28,10/29/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
59 CANAL STREET,Manhattan,MN,1079645,299,34,5/31/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
59 WEST 21 STREET,Manhattan,MN,1015518,823,1,6/12/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
590 GRAND CONCOURSE,Bronx,BX,2002445,2443,29,1/29/17 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35196764P,012917CNEWB02
590 GRAND CONCOURSE,Bronx,BX,2002445,2443,29,1/29/17 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35196763N,012917CNEWB03
590 GRAND CONCOURSE,Bronx,BX,2002445,2443,29,1/29/17 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35196763N,012917CNEWB02
590 GRAND CONCOURSE,Bronx,BX,2002445,2443,29,1/29/17 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35196764P,012917CNEWB03
590 GRANDCONCOURSE,Bronx,BX,2002445,2443,29,6/1/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
591 FLATBUSH AVENUE,Brooklyn,BK,3115047,5034,4,10/17/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
5913 FOSTER AVENUE,Brooklyn,BK,3222216,7932,325,9/9/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
5913 FOSTER AVENUE,Brooklyn,BK,3222216,7932,325,6/15/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
592 8 AVENUE,Manhattan,MN,1014492,788,89,1/30/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
592 JOHNSON AVENUE,Brooklyn,BK,3070630,2995,16,12/31/13 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35081105L,
593 3 AVENUE,Brooklyn,BK,3024055,1051,5,5/6/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
594 UNION AVENUE,Brooklyn,BK,3067872,2721,1,8/6/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985307P,080412CNEWB01
597 CONEY ISLAND AVENUE,Brooklyn,BK,3118228,5141,231,5/17/13 0:00,MARCH: NO PA PERMIT/ECB NOV & PARTIAL VACATE ISSUED P,35006430P,
597 CONEY ISLAND AVENUE,Brooklyn,BK,3118228,5141,231,1/17/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
597 CONEY ISLAND AVENUE,Brooklyn,BK,3118228,5141,231,7/11/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
597 MANHATTAN AVENUE,Brooklyn,BK,3066714,2679,20,9/15/13 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35025367P,
597 MANHATTAN AVENUE,Brooklyn,BK,3066714,2679,20,9/15/13 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV & PARTIAL VACATE ISSUED P,35022495X,
598 GRAND CONCOURSE,Bronx,BX,2002448,2443,42,1/9/15 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35117242J,011015CNETV01
598 GRANDCONCOURSE,Bronx,BX,2002448,2443,42,8/17/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
6 ST MARKS PLACE,Manhattan,MN,1006662,463,12,3/8/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
6 WEST 25 STREET,Manhattan,MN,1015604,826,46,1/19/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
6 WEST 25 STREET,Manhattan,MN,1015604,826,46,9/7/13 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35025589K,090713PANEMR01
60 SOUTH 2 STREET,Brooklyn,BK,3418340,2415,32,2/23/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000139M,
60 SOUTH 2 STREET,Brooklyn,BK,3418340,2415,32,2/23/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35000138K,
60 ST NICHOLAS AVENUE,Manhattan,MN,1055008,1823,18,5/14/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
60 ST NICHOLAS AVENUE,Manhattan,MN,1055008,1823,18,5/14/17 0:00,PLEASE SEE COMPLAINT NUMBER,,
600 VAN NEST AVENUE,Bronx,BX,2093040,4027,1,1/26/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
601 8 AVENUE,Manhattan,MN,1013686,763,34,2/21/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
601 8 AVENUE,Manhattan,MN,1013686,763,34,9/8/12 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,34924642N,090712PAERDM01
601 8 AVENUE,Manhattan,MN,1013686,763,34,9/8/12 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,34995327L,090712CNEJM01
601 EAST 189 STREET,Bronx,BX,2012256,3078,1,10/15/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
603 SENECA AVENUE,Queens,QN,4082130,3439,12,10/16/15 0:00,MARCH: EXIT PASSAGE OBSTRUCTED/ECB NOV ISSUED,35160638J,101715CNEJM04
605 WEST 48 STREET,Manhattan,MN,1027129,1096,26,4/19/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
605 WEST 48 STREET,Manhattan,MN,1027129,1096,26,12/13/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
608 9 AVENUE,Manhattan,MN,1024959,1034,3,9/5/14 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35103146M,
61 LENOX AVENUE,Manhattan,MN,1055014,1823,7502,4/8/16 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35180305J,040816CNEJM03
617 GRAND AVENUE,Brooklyn,BK,3028603,1155,7,3/14/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
618 WEST 46 STREET,Manhattan,MN,1027104,1093,42,5/3/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
618 WEST 46 STREET,Manhattan,MN,1027104,1093,42,10/27/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
618 WEST 46 STREET,Manhattan,MN,1027104,1093,42,4/19/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
62-10 39 AVENUE,Queens,QN,4028392,1232,71,3/1/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
62-10 WOODHAVEN BOULEVARD,Queens,QN,4068650,2974,137,9/21/13 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35030503R,
620 EAST 186 STREET,Bronx,BX,2092254,3074,8,10/15/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
6205 30 AVENUE,Queens,QN,4022505,1016,125,11/22/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
621 CRESCENT AVENUE,Bronx,BX,2012150,3074,4,4/25/14 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35091283N,
621 CRESCENT AVENUE,Bronx,BX,2012150,3074,4,4/25/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
621 CRESCENT AVENUE,Bronx,BX,2012150,3074,4,4/25/14 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35091284P,
621 MELROSE AVENUE,Bronx,BX,2100714,2398,22,4/12/13 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35014778X,
63-14 ROOSEVELT AVENUE,Queens,QN,4030062,1295,20,4/29/17 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
630 MIDLAND AVENUE,Staten Island,SI,5055032,3875,26,8/25/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
630 MIDLAND AVENUE,Staten Island,SI,5055032,3875,26,8/8/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
6323 AMBOY ROAD,Staten Island,SI,5087041,7533,153,9/11/15 0:00,PLEASE SEE COMPLAINT NUMBER,,
6323 AMBOY ROAD,Staten Island,SI,5087041,7533,153,8/9/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
635 BAY STREET,Staten Island,SI,5013220,494,9,2/27/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
64 EAST 1 STREET,Manhattan,MN,1006102,443,45,5/23/13 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35022503R,
64 EAST 183 STREET,Bronx,BX,2013992,3182,31,1/31/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
64 EAST 183 STREET,Bronx,BX,2013992,3182,31,9/23/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
64 EAST 183 STREET,Bronx,BX,2013992,3182,31,7/17/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
64 FROST STREET,Brooklyn,BK,3068152,2737,11,8/6/12 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,34985308R,080512CNEWB02
640 PROSPECT AVENUE,Bronx,BX,2005121,2686,1,9/15/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
642 10 AVENUE,Manhattan,MN,1026438,1055,4,11/8/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
643 BAY STREET,Staten Island,SI,5013218,494,6,10/25/13 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35064929J,102613CERLP03
643 BAY STREET,Staten Island,SI,5013218,494,6,10/18/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
643 BAY STREET,Staten Island,SI,5013218,494,6,10/25/13 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35011312K,102613CERLP03
643 BAY STREET,Staten Island,SI,5013218,494,6,1/12/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
643 BAY STREET,Staten Island,SI,5013218,494,6,6/15/14 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35095838X,061514CERFC04
65 SHERMAN AVENUE,Manhattan,MN,1064159,2174,32,7/18/15 0:00,MARCH: OCCUPANCY CONTRARY TO C OF O/NONE/ECB NOV ISSUED,35127060H,071815CNETZ03
65-12 ROOSEVELT AVENUE,Queens,QN,4030208,1298,33,6/16/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
657 LENOX AVENUE,Manhattan,MN,1060119,2011,36,7/14/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
658 DAWSON STREET,Bronx,BX,2005132,2686,17,10/12/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
658 DAWSON STREET,Bronx,BX,2005132,2686,17,1/24/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
658 DAWSON STREET,Bronx,BX,2005132,2686,17,6/27/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
659 GRAND STREET,Brooklyn,BK,3069390,2781,31,3/14/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
66 RIVINGTON STREET,Manhattan,MN,1005516,416,32,8/17/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
666 SENECA AVENUE,Queens,QN,4082476,3452,34,4/26/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
671 8 AVENUE,Manhattan,MN,1083728,1033,36,1/30/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
671 PROSPECT AVENUE,Brooklyn,BK,3837240,1275,26,7/25/14 0:00,ADMINISTRATIVE CLOSURE NN,,
671 PROSPECT AVENUE,Bronx,BX,2004940,2675,26,1/17/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
671 PROSPECT AVENUE,Bronx,BX,2004940,2675,26,7/25/14 0:00,ADMINISTRATIVE CLOSURE NN,,
671 PROSPECT AVENUE,Bronx,BX,2004940,2675,26,4/12/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
673 FLATBUSH AVENUE,Brooklyn,BK,3115646,5045,5,1/18/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
673 FLATBUSH AVENUE,Brooklyn,BK,3115646,5045,5,5/31/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
673 HUNT POINT AVENUE,Bronx,BX,2006752,2766,515,1/24/14 0:00,MARCH: NO PA PERMIT/ECB NOV ISSUED,35081338M,
673 HUNTS POINT AVENUE,Bronx,BX,2006752,2766,515,10/12/13 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35030577J,
673 HUNTS POINT AVENUE,Bronx,BX,2006752,2766,515,9/15/12 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
673 HUNTS POINT AVENUE,Bronx,BX,2006752,2766,515,10/12/13 0:00,MARCH: CONTRARY TO APPROVED PLANS/ECB NOV ISSUED,35030555Z,
675 HUDSON STREET,Manhattan,MN,1011691,629,1,12/10/16 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
675 SENECA AVENUE,Queens,QN,4082542,3455,10,4/5/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
675 SENECA AVENUE,Queens,QN,4082542,3455,10,10/16/15 0:00,MARCH: WORK WITHOUT PERMIT/ECB NOV ISSUED,35160637H,101715CNEJM03
676 FRANKLIN AVENUE,Brooklyn,BK,3028676,1156,57,6/13/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
678 WOODWARD AVENUE,Queens,QN,4082941,3468,39,10/16/15 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
679 ALLERTON AVENUE,Bronx,BX,2053535,4508,5,8/8/14 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
679 ALLERTON AVENUE,Bronx,BX,2053535,4508,5,8/16/13 0:00,MARCH: NO ENFORCEMENT ACTION TAKEN,,
68 CANAL STREET,Staten Island,SI,5108830,524,24,6/15/14 0:00,MARCH: FAILURE TO MAINTAIN BLDG/ECB NOV ISSUED,35095839M,06152014CERFC05
